,artist_uri,artist_name
2360,spotify:artist:4hj6ZZxaiKvG5GU3PYf7Gh,Hawk Nelson
2362,spotify:artist:6yFbpXlBH8XHVQGjUPUvKU,He Is We
2363,spotify:artist:7juKTDFlPesGeWQ1GmjmOv,Silentó
2365,spotify:artist:3QLIkT4rD2FMusaqmkepbq,Rachel Platten
2369,spotify:artist:5lHRUCqkQZCIWeX7xG4sYT,Rich Homie Quan
2371,spotify:artist:4MIULe6tfg2loNzBy5B9eu,T-Wayne
2372,spotify:artist:6f0hUHWLOCxCSDQMtdVAS7,Shwayze
2378,spotify:artist:3N8Hy6xQnQv1F1XCiyGQqA,Sleeping With Sirens
2380,spotify:artist:1vSN1fsvrzpbttOYGsliDr,Tori Kelly
2383,spotify:artist:6S58b0fr8TkWrEHOH4tRVu,Switchfoot
2384,spotify:artist:4AapPt7H6bGH4i7chTulpI,Ben Rector
2391,spotify:artist:5iqStkZi6QmG8sgQZQrfGN,Danielle Bradbery
2393,spotify:artist:5UTSnsj3Xf9gw0vEGk9Jp6,Tim McMorris
2398,spotify:artist:25u4wHJWxCA9vO0CzxAbK7,Lukas Graham
2401,spotify:artist:6OKX0ui8juGXVOOW02uCbm,Billy Crudup
2402,spotify:artist:5zbkgHqOHsYnNhWfcAXjmR,Rudderless
2403,spotify:artist:08F3Y3SctIlsOEmKd6dnH8,Yusuf / Cat Stevens
2405,spotify:artist:3wWtfT7S2uVJJ3hGZlOLkZ,Judah & the Lion
2407,spotify:artist:716ZwtZBmwROBXcFmCzfdM,Andrew McMahon in the Wilderness
2411,spotify:artist:2zwHaEmXxX6DTv4i8ajNCM,Kris Allen
2414,spotify:artist:7giUHu5pv6YTZgSkxxCcgh,Edward Sharpe & The Magnetic Zeros
2415,spotify:artist:3iri9nBFs9e4wN7PLIetAw,gnash
2424,spotify:artist:6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB
2433,spotify:artist:0LYACpLAxQZscgQYkjKkCg,Oklahoma Sky
2439,spotify:artist:6a8DSomMqspxk3s3WlBjNT,Will Hoge
2440,spotify:artist:5q8HGNo0BjLWaTAhRtbwxa,Brantley Gilbert
2444,spotify:artist:3ECXkIKA1jOMIUhhqusIIO,Jessica Mears
2445,spotify:artist:5vCOdeiQt9LyzdI87kt5Sh,AronChupa
2448,spotify:artist:75FnCoo4FBxH5K1Rrx0k5A,The Band Perry
2452,spotify:artist:66lH4jAE7pqPlOlzUKbwA0,Miranda Lambert
2453,spotify:artist:60h3lZFY2T93K7qxVPrajf,Jimmy Wayne
2458,spotify:artist:4DHLoiIqFYYFjH09WduvFd,Coco Jones
2459,spotify:artist:6f6VAs9A49Er8jbbCUjAH0,Skylar Stecker
2464,spotify:artist:04abdnqPQe2N4fjztDea6z,Austin Mahone
2465,spotify:artist:5e4Dhzv426EvQe3aDb64jL,Shania Twain
2469,spotify:artist:5yG7ZAZafVaAlMTeBybKAL,Iggy Azalea
2471,spotify:artist:7FgMLbnZVrEnir95O0YujA,Five For Fighting
2472,spotify:artist:7xTcuBOIAAIGDOSvwYFPzk,Daniel Powter
2475,spotify:artist:3Ayl7mCk0nScecqOzvNp6s,Jimmy Eat World
2479,spotify:artist:7vXwfZyDp3spzIVNXDaTPN,Metro Station
2482,spotify:artist:5mgr0FFpvy267wKVAYg8qp,Lit
2483,spotify:artist:2p4FqHnazRucYQHyDCdBrJ,Simple Plan
2488,spotify:artist:0FWzNDaEu9jdgcYTbcOa4F,3OH!3
2491,spotify:artist:5PokPZn11xzZXyXSfnvIM3,Lifehouse
2492,spotify:artist:2MqhkhX4npxDZ62ObR5ELO,Hoobastank
2493,spotify:artist:6BMhCQJYHxxKAeqYS1p5rY,Hinder
2496,spotify:artist:3rIZMv9rysU7JkLzEaC5Jp,Snow Patrol
2497,spotify:artist:5aMmmNxw4vgpc5XC6hK0zp,The Calling
2499,spotify:artist:0ekbDNE2eOq8QiaXM34wer,Howie Day
2500,spotify:artist:3AQRLZ9PuTAozP28Skbq8V,The Script
2503,spotify:artist:6IRouO5mvvfcyxtPDKMYFN,Foreigner
2505,spotify:artist:0ECwFtbIWEVNwjlrfc6xoL,Eagles
2508,spotify:artist:1gRNBaI4yn6wCCTvRhGWh8,Don McLean
2511,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,System Of A Down
2512,spotify:artist:4RddZ3iHvSpGV4dvATac9X,Papa Roach
2513,spotify:artist:12Chz98pHFMPJEknJQMWvI,Muse
2514,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park
2517,spotify:artist:6deZN1bslXzeGvOLaLMOIF,Nickelback
2520,spotify:artist:7uWXomGkKtIq9B4XgA3gch,Third Day
2521,spotify:artist:11Y54BxlxC3UIAUkU2eadQ,Rend Collective
2522,spotify:artist:2VtijBCDRsLnB5gBNich9A,Daniel Doss Band
2524,spotify:artist:0bz9hDpUbAw5JElgEiuIYZ,Matt Redman
2525,spotify:artist:7HKh82YLkcXrxveZKxdSwg,Timothy Brindle
2526,spotify:artist:12H1Dmi64fAmmARrsyVFzy,Trip Lee
2528,spotify:artist:1CFCsEqKrCyvAFKOATQHiW,Lecrae
2530,spotify:artist:1HvCWUrKX1xKeT3yQXjPeI,Walter Martin
2531,spotify:artist:1NCONNiSLaGx7w4zGUdVfQ,Betty Chung
2532,spotify:artist:0vYkHhJ48Bs3jWcvZXvOrP,Patti Smith
2533,spotify:artist:38zTZcuN7nFvVJ6auhc6V3,Deerhunter
2535,spotify:artist:1tho5dJnzdYD57EQkM3SmK,Chastity Belt
2536,spotify:artist:2PDepyCtfybWn5UJv0DmKw,Molly Nilsson
2537,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,Mac Demarco
2538,spotify:artist:2joJCoCL4EmiVqic3vZn7n,The Limiñanas
2539,spotify:artist:1xYWvEmUvXYRbJqp3zFezp,Vaadat Charigim
2540,spotify:artist:7nZxuvhQs2uxHXggvMp95l,Yonatan Gat
2542,spotify:artist:3b9xFi5STo0NHNhggV4V0b,The Snails
2559,spotify:artist:4aJTB79uwT4sP0Nb8QGWHc,Joe Nichols
2564,spotify:artist:49FeZO3eSrJs7oH7lYLU1r,Kelly Price
2565,spotify:artist:0L1UEfiwv5js2NLVLajhAr,Florida A&M University Gospel Choir
2566,spotify:artist:2gya4YZQdto5OdF91ZdEzh,Norman Hutchins
2567,spotify:artist:1NqEdHZu5o9r4I37uGUNHI,Dottie Peoples & The Peoples Choice Chorale
2568,spotify:artist:5YxebzzreNswbtYC1td4cx,Tasha Cobbs Leonard
2569,spotify:artist:40tzRHO6w4wROAdb6Sr21l,Donald Lawrence
2571,spotify:artist:7JoEIKPciBjDFfKrxGvgR9,Benita Washington
2572,spotify:artist:6LE9L2ofDhMdnlN67KibPt,"The Warriors, DR.Charles G. Hayes"
2574,spotify:artist:1I7iiuI5AMSMCwKp8dOCXY,The New Life Community Choir
2575,spotify:artist:5r0KYGxdIZEHZ6z6XbkVbo,Marvin Sapp
2576,spotify:artist:74IEeKcuS34kF2TjOigXra,Donnie McClurkin
2577,spotify:artist:50DI0MpQBOtBO0PFtKVQRx,Shekinah Glory Ministry
2578,spotify:artist:0sD8Amms4kSxs5tBV4CUmR,Smokie Norful
2579,spotify:artist:1xy9x7h2jKEg8iG22Sml32,Tye Tribbett
2580,spotify:artist:4WIRlLxuzmZciQ8JS2b3jP,Richard Smallwood
2581,spotify:artist:2ndyVAdV9UqF1XjyTJt484,Fred Hammond
2582,spotify:artist:4akybxRTGHJZ1DXjLhJ1qu,Kirk Franklin
2583,spotify:artist:6ZyV955Ypf3JAKInn1a0dt,Tamela Mann
2586,spotify:artist:3S16Nh2s6Wc4PCFjFESk2g,The Rance Allen Group
2590,spotify:artist:3qfrrrSO7utFdJkM2tvMRb,CeCe Winans
2592,spotify:artist:47opbYEKDjXnRk9uLscp11,Yolanda Adams
2596,spotify:artist:6sj6FGLblnVfktDZPaydWP,J Moss
2606,spotify:artist:5yoZYhT8x7DXiFl0srkXLQ,Kurt Carr & The Kurt Carr Singers
2609,spotify:artist:2qdONMCoDngQk0eV4Avs1i,Natalie La Rose
2614,spotify:artist:3CQIn7N5CuRDP8wEI7FiDA,Run–D.M.C.
2616,spotify:artist:1VBflYyxBhnDc9uVib98rw,Icona Pop
2621,spotify:artist:2IvkS5MXK0vPGnwyJsrEyV,Eric Church
2625,spotify:artist:2bA6fzP0lMAQ4kz6CF61w8,Toby Keith
2629,spotify:artist:2Da6v0shOpKrOG07ZxonXo,Corey Smith
2643,spotify:artist:3nVeK8gQChVtVCCjGreal2,Tim Halperin
2647,spotify:artist:3UAk61T8PItbpgEi9u7ofY,Andrew Belle
2663,spotify:artist:6CmXhyslohOFRJMtPpRm4O,Ron Pope
2664,spotify:artist:5Hc9oDGvStNGmnj44m8sHg,Tyler Ward
2665,spotify:artist:1bKdOEfMk4ftojJQdyV2Ik,Tyler Hilton
2666,spotify:artist:4njdEjTnLfcGImKZu1iSrz,AWOLNATION
2670,spotify:artist:73ceNdHb2QcZeHQ3glKiKa,The Day Trippers
2672,spotify:artist:7qvsLYsYP0MHD7jkdv6DAG,Sara Evans
2674,spotify:artist:4ylR3zwA0zaapAu94fktwa,Macy Gray
2677,spotify:artist:6ZjFtWeHP9XN7FeKSUe80S,Bing Crosby
2681,spotify:artist:7v4imS0moSyGdXyLgVTIV7,Nat King Cole
2682,spotify:artist:1AwO9pWEBSBoWdEZu28XDC,Eartha Kitt
2684,spotify:artist:5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald
2685,spotify:artist:5lpH0xAS4fVfLkACg9DAuM,Wham!
2686,spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra
2689,spotify:artist:3oDbviiivRWhXwIE8hxkVV,The Beach Boys
2690,spotify:artist:21LGsW7bziR4Ledx7WZ1Wf,Johnny Mathis
2692,spotify:artist:1t7rAOHCPQYOSaKgnzHjCG,Sha Gotti
2693,spotify:artist:27mFvqQj8KpjmdKIqcw1mG,Ayo & Teo
2697,spotify:artist:0YWxKQj2Go9CGHCp77UOyy,Fabolous
2702,spotify:artist:3vDUJHQtqT3jFRZ2ECXDTi,Lloyd Banks
2703,spotify:artist:0Tob4H0FLtEONHU1MjpUEp,Tinie Tempah
2708,spotify:artist:6d47Z08T4snK50HgTEHo5Z,Sage The Gemini
2712,spotify:artist:3ciRvbBIVz9fBoPbtSYq4x,Lil Jon & The East Side Boyz
2716,spotify:artist:4LLpKhyESsyAXpc4laK94U,Mac Miller
2717,spotify:artist:1l7P8zlCKFbvOtUYYoJtoV,Maejor Ali
2720,spotify:artist:6gbGGM0E8Q1hE511psqxL0,Ray J
2722,spotify:artist:0bfX8pF8kuHNCs57Ms4jZb,Roscoe Dash
2725,spotify:artist:44PA0rCQXikgOWbfY7Fq7m,Ying Yang Twins
2727,spotify:artist:7sfl4Xt5KmfyDs2T3SVSMK,Lil Jon
2728,spotify:artist:0PGtMx1bsqoCHCy3MB3gXA,Unk
2729,spotify:artist:1HwM5zlC5qNWhJtM00yXzG,DMX
2730,spotify:artist:6AMa1VFQ7qCi61tCRtVWXe,Jim Jones
2732,spotify:artist:0NbfKEOTQCcwd6o7wSDOHI,The Game
2733,spotify:artist:12PSlydMSjEHzSCj9X5qv7,Baby Bash
2735,spotify:artist:3ScY9CQxNLQei8Umvpx5g6,Fat Joe
2739,spotify:artist:1ZwdS5xdxEREPySFridCfh,2Pac
2740,spotify:artist:4d3yvTptO48nOYTPBcPFZC,Eve
2743,spotify:artist:7iMvwE8qANp3aIfAGKEAwS,Cam’ron
2745,spotify:artist:5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.
2746,spotify:artist:4EnEZVjo3w1cwcQYePccay,N.W.A.
2748,spotify:artist:5he5w2lnU9x7JFhnwcekXX,Skrillex
2749,spotify:artist:26s8LSolLfCIY88ysQbIuT,Three 6 Mafia
2755,spotify:artist:3ipn9JLAPI5GUEo4y4jcoi,Ludacris
2759,spotify:artist:3FsQX7FsrZAzTU9ah45P7O,Disturbing Tha Peace
2761,spotify:artist:5K6YsAKuRtcczPgxAdzc3B,Roy Jones Jr.
2769,spotify:artist:2rhFzFmezpnW82MNqEKVry,Ski Mask The Slump God
2772,spotify:artist:74dMZMvy8P27oPqnprnvBb,Montana of 300
2774,spotify:artist:4yBK75WVCQXej1p04GWqxH,Jeezy
2775,spotify:artist:7jFaoqWPhYLrKzjzlpXmUO,David Banner
2780,spotify:artist:15iVAtD3s3FsQR4w1v6M0P,Chief Keef
2781,spotify:artist:6f4XkbvYlXMH0QgVRzW0sM,Waka Flocka Flame
2782,spotify:artist:5ndkK3dpZLKtBklKjxNQwT,B.o.B
2784,spotify:artist:63rJq5DaUMq2OhAnh3al79,DJ Envy
2785,spotify:artist:6QqHOrnGMdjtUy7Oyb3cw6,Sean Jones
2786,spotify:artist:2vDV0T8sxx2ENnKXds75e5,Booker T. & the M.G.'s
2861,spotify:artist:5yhxqYI0JBwUKfXpSEjiM8,Jamey Johnson
2862,spotify:artist:2DnqqkzzDKm3vAoyHtn8So,Uncle Kracker
2865,spotify:artist:1By9QBFnjZAoI83BZppHlt,Billy Currington
2888,spotify:artist:4AgQTHagFdBq8VL791lSXz,Keith Anderson
2896,spotify:artist:4MoAOfV4ROWofLG3a3hhBN,Jon Pardi
2897,spotify:artist:6eKWqnckwdIlSnjaYgIyxv,Eli Young Band
2898,spotify:artist:2Mu5NfyYm8n5iTomuKAEHl,Ms. Lauryn Hill
2900,spotify:artist:336vr2M3Va0FjyvB55lJEd,D'Angelo
2902,spotify:artist:43JlwunhXm1oqdKyOa2Z9Y,Hiatus Kaiyote
2903,spotify:artist:5sU2ovyukWzzvQw3Jo1SI9,Strange Fruit Project
2908,spotify:artist:187xgSpsFH8mMbAcoCW0zE,Billy Paul
2909,spotify:artist:3HtzVA7P6FAoqOSfvdVYC4,Owen Thiele x Zack Sekoff
2910,spotify:artist:3dkbV4qihUeMsqN4vBGg93,Al Green
2911,spotify:artist:60df5JBRRPcnSpsIMxxwQm,Otis Redding
2912,spotify:artist:0Mz5XE0kb1GBnbLQm2VbcO,Mos Def
2913,spotify:artist:7pXu47GoqSYRajmBCjxdD6,Vulfpeck
2914,spotify:artist:3xM9pNkVkZKZcdVLx4yh5z,The Rollers
2917,spotify:artist:6hfwwpXqZPRC9CsKI7qtv1,Alina Baraz
2920,spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,The 1975
2927,spotify:artist:3IunaFjvNKj98JW89JYv9u,The Japanese House
2929,spotify:artist:6XZYAWJLL8UIbxAqjKj3cg,SOHN
2930,spotify:artist:108ugtkRFQzP9nGgNiyERO,Hundred Waters
2931,spotify:artist:5qzpmNVaiypyq7VpVYPn92,Beach Tiger
2934,spotify:artist:6Y6otYolYU5dUV798fTmgj,OYLS
2961,spotify:artist:31RyGWziBGfdbaZk9ZSmTE,Max Minelli
2962,spotify:artist:5GQgxUq4MOuXXV99WrRuev,Young Bleed
2972,spotify:artist:1KYszkVzlhV3rAqmAcYIgd,Victorious Cast
2973,spotify:artist:4VhL8KLjVso4vLfOLVViTb,Bridgit Mendler
2974,spotify:artist:1zKD316iTPlm0I1EUk8x6j,Shane Harper
2978,spotify:artist:0SCbttzoZTnLFebDYmAWCm,Glee Cast
2984,spotify:artist:1eBGyqw9kLsidL0q2dimWF,Austin Moon
2997,spotify:artist:6dJeKm76NjfXBNTpHmOhfO,Selena Gomez & The Scene
3001,spotify:artist:2eRJjYEaWyGZbOBGYFLBoC,The Ready Set
3008,spotify:artist:1pqYQmeqnqQU7X3DbuA7So,Daniel Skye
3012,spotify:artist:4S9EykWXhStSc15wEx8QFK,Céline Dion
3018,spotify:artist:1cKE3xdBzeufjUhulrjXR9,Kevin Turk
3023,spotify:artist:0GWCNkPi54upO9WLlwjAHd,Big Time Rush
3037,spotify:artist:6k0IBR0lU42s2GYpNX7kA9,Brian McKnight
3042,spotify:artist:533HtQP5btWIZcKlHJtEWK,Christopher Wilde
3044,spotify:artist:7ExZeMNpyKhYSokWo9riU5,Pinkie Pie
3045,spotify:artist:52lUXCmpmAIVsgNd1uADOy,Moosh & Twist
3050,spotify:artist:32Ouwu7eQqwFODmaBpCaLg,Nick Carter
3052,spotify:artist:2W8yFh0Ga6Yf3jiayVxwkE,Dove Cameron
3057,spotify:artist:7nU4hB040gTmHm45YYMvqc,Hannah Montana
3059,spotify:artist:1VhNc66SEhEWOpOs0Vze3m,The GGGG's
3060,spotify:artist:4pADjHPWyrlAF0FA7joK2H,Jay Sean
3063,spotify:artist:7EK1bQADBoqbYXnT4Cqv9w,John Denver
3071,spotify:artist:6y5amJcTjeDgLXIjtQLMst,Grace
3073,spotify:artist:1GbrJTB56Xs4XQGlmVbaCf,Savage
3084,spotify:artist:67ea9eGLXYMsO2eYQRui3w,The Who
3086,spotify:artist:4F84IBURUo98rz4r61KF70,The White Stripes
3087,spotify:artist:03r4iKL2g2442PT9n2UKsx,Beastie Boys
3090,spotify:artist:5cMgGlA1xGyeAB2ctYlRdZ,Gang Starr
3092,spotify:artist:0XTSrpKEUhzQ5aiYswppxh,Hieroglyphics
3093,spotify:artist:0av074qUwLn5eyzwqoq3xh,People Under The Stairs
3094,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,Foster The People
3095,spotify:artist:5QPNEMldc8k1g5hT54PCWg,The Von Bondies
3100,spotify:artist:1MDw0zSUU0XtI9D5JgEZH5,The Veils
3101,spotify:artist:3nU8TSIICYDbUqRpJISTRE,Mc Solaar
3102,spotify:artist:57dN52uHvrHOxijzpIgu3E,Ratatat
3105,spotify:artist:6urkHDoIVO1WO8vNIwcJmM,Die Antwoord
3106,spotify:artist:0l5fDpqfSweuzhaAtWa76A,Porcelain Raft
3108,spotify:artist:2zRt0sfxNnqI8gLR7d8gWt,She Wants Revenge
3109,spotify:artist:066X20Nz7iquqkkCW6Jxy6,LCD Soundsystem
3111,spotify:artist:1GhPHrq36VKCY3ucVaZCfo,The Chemical Brothers
3112,spotify:artist:36E7oYfz3LLRto6l2WmDcD,Pulp
3113,spotify:artist:6PHIK3kjWggLtVygsOtpqS,Suede
3115,spotify:artist:2dPqql8xbby3nWuf98mAza,William Shatner
3116,spotify:artist:59pWgeY26Q6yJy37QvJflh,Sleigh Bells
3117,spotify:artist:2jYMYP2SVifgmzNRQJx3SJ,Modeselektor
3118,spotify:artist:62BcWP4fzR8axESibNQEhs,Butthole Surfers
3119,spotify:artist:0ZrpamOxcZybMHGg1AYtHP,Robin Thicke
3122,spotify:artist:37J1PlAkhRK7yrZUtqaUpQ,Caravan Palace
3124,spotify:artist:1tqZaCwM57UFKjWoYwMLrw,The Cardigans
3125,spotify:artist:32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton
3126,spotify:artist:4O71i7ke5iIBX6RNSFoZbS,Trentemøller
3127,spotify:artist:6DCIj8jNaNpBz8e5oKFPtp,The Cars
3128,spotify:artist:7wqtxqI3eo7Gn1P7SpP6cQ,Salt-N-Pepa
3129,spotify:artist:2BTZIqw0ntH9MvilQ3ewNY,Cyndi Lauper
3130,spotify:artist:6nDLku5uL3ou60kvCGZorh,Bloodhound Gang
3134,spotify:artist:0nJUwPwC9Ti4vvuJ0q3MfT,John Prine
3135,spotify:artist:6jdObwsrIjSRnBbMw6lPBj,Seals and Crofts
3136,spotify:artist:58lV9VcRSjABbAbfWS6skp,Bon Jovi
3140,spotify:artist:6pBNfggcZZDCmb0p92OnGn,Chase Rice
3144,spotify:artist:7HBai5xymOxIWoMWvWshe1,Teriyaki Boyz
3148,spotify:artist:2IDLDx25HU1nQMKde4n61a,Rich Chigga
3155,spotify:artist:5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg
3162,spotify:artist:0UpuH5U4nZ3UGGUJi0Zfbp,Blue Swede
3163,spotify:artist:7Kkx4dACo6kFSeT9wjfVA5,Raspberries
3164,spotify:artist:2G1yVp387GlUf9yvLk6V11,Elvin Bishop
3165,spotify:artist:0w7HLMvZOHatWVbAKee1zF,Redbone
3166,spotify:artist:0TqIPD4IS1w4e30R38B3vj,Rupert Holmes
3167,spotify:artist:3Inrg8cs8oc4q8oPES4a6S,The Five Stairsteps
3168,spotify:artist:3JaAGmSTpJK35DqWrDUzBz,Sweet
3169,spotify:artist:08GQAI4eElDnROBrJRGE0X,Fleetwood Mac
3170,spotify:artist:59hLmB5DrdihCYtNeFeW1U,Glen Campbell
3171,spotify:artist:7FIoB5PHdrMZVC3q2HE5MS,George Harrison
3172,spotify:artist:0DAqhikcMKLo2lPADVz2fs,Jay & The Americans
3173,spotify:artist:1LB8qB5BPb3MHQrfkvifXU,Cheap Trick
3175,spotify:artist:5SMVzTJyKFJ7TUb46DglcH,Parliament
3177,spotify:artist:3ICflSq6ZgYAIrm2CTkfVP,The Animals
3178,spotify:artist:2Tk0pWxTuQgnE5nsUexrLr,Jean Knight
3180,spotify:artist:6PwcexHTG0qJWQQwp05Bpm,Pilot
3183,spotify:artist:0cQuYRSzlItquYxsQKDvVc,The Guess Who
3184,spotify:artist:3EPScT793Qw5hkf8tvVpRV,Sniff 'n' The Tears
3185,spotify:artist:2utNxkLhreF1oIfO8kQT3q,Manfred Mann's Earth Band
3186,spotify:artist:2zpFG5cvw00QmrYTUsjApa,The Three Degrees
3187,spotify:artist:4STHEaNw4mPZ2tzheohgXB,Paul McCartney
3188,spotify:artist:38h03gA85YYPeDPd9ER9rT,The O'Jays
3189,spotify:artist:6i6WlGzQtXtz7GcC5H5st5,10cc
3190,spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,Three Dog Night
3191,spotify:artist:6waa8mKu91GjzD4NlONlNJ,The Hollies
3192,spotify:artist:4GITZM5LCR2KcdlgEOrNLD,The Foundations
3193,spotify:artist:7fIvjotigTGWqjIz6EP1i4,Four Tops
3200,spotify:artist:5TKKPpY9zr2qrz3JM3Vawq,Lillias White
3204,spotify:artist:37pwDHltyEGrQagTQXd6RO,Garrett Clayton
3205,spotify:artist:63yrD80RY3RNEM2YDpUpO8,Melanie Martinez
3207,spotify:artist:5aptPwTkTKmlPx6csmNJLA,R5
3209,spotify:artist:74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter
3210,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer
3213,spotify:artist:1c4ltuRXEIo20Y9UOPxiA0,Chorus - Sleeping Beauty
3214,spotify:artist:5MmVJVhhYKQ86izuGHzJYA,MIKA
3216,spotify:artist:5acfZKELBZRBvyhrC0kzG1,Parade of Lights
3217,spotify:artist:6IOvhXyk5edbA2DVaeP9Up,Dorothy
3218,spotify:artist:188VINPQh5dyNfLUkevKqf,Olivia Holt
3219,spotify:artist:548L4DXlt7N14Mhbfdmdqq,The Mellomen
3221,spotify:artist:3SYGWAHCe31oykdeUPpoJp,Miranda Cosgrove
3222,spotify:artist:1o2NpYGqHiCq7FoiYdyd1x,Bea Miller
3224,spotify:artist:1xVYxkSq6IWhFpSW1OMe41,The Girl and The Dreamcatcher
3227,spotify:artist:5ywxtrr3mhjBezbQAsGiFW,Anna Margaret
3234,spotify:artist:4ntkql3f3ect7NDRUJ7aAY,The Cheetah Girls
3236,spotify:artist:4m4SfDVbF5wxrwEjDKgi4k,Cher Lloyd
3242,spotify:artist:2PaRhxWFaqCUZybJDDoNrf,Jana Kramer
3248,spotify:artist:4AcHt3JxKy59IX7JNNlZn4,Fitz and The Tantrums
3276,spotify:artist:4tpUmLEVLCGFr93o8hFFIB,Blondie
3280,spotify:artist:4mar1GMMEhvGyJdWagu6KS,Quad City DJ's
3285,spotify:artist:19ra5tSw0tWufvUp8GotLo,George Michael
3287,spotify:artist:542GsScaNnc2Ed8yokKLsy,The Four Aces
3288,spotify:artist:2jzc5TC5TVFLXQlBNiIUzE,a-ha
3293,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley
3294,spotify:artist:0NyzfcGDZZ6GM25EBG9BYK,"Ray Parker, Jr."
3296,spotify:artist:7Js6Lde8thlIHXggv2SCBz,Europe
3298,spotify:artist:1LZEQNv7sE11VDY3SdxQeN,Bee Gees
3299,spotify:artist:0dCKce6tJJdHvlWnDMwzPW,Village People
3302,spotify:artist:5nLYd9ST4Cnwy6NHaCxbj8,CeeLo Green
3311,spotify:artist:293zczrfYafIItmnmM3coR,Chuck Berry
3312,spotify:artist:3RwQ26hR2tJtA8F9p2n7jG,The Temptations
3313,spotify:artist:46lnlnlU0dXTDpoAUmH6Qx,Lou Bega
3315,spotify:artist:711MCceyCBcFnzjGY4Q7Un,AC/DC
3320,spotify:artist:6fXEqmGQEt6ONuqVmwrN46,Bag Raiders
3321,spotify:artist:0KV9UzwJbLgC8QdOAxKlTU,Cristin Milioti
3323,spotify:artist:5SbkVQYYzlw1kte75QIabH,Gnarls Barkley
3324,spotify:artist:2YOYua8FpudSEiB9s88IgQ,Yung Gravy
3325,spotify:artist:62GnBjssWSXBlKvQohT2Bk,The Chordettes
3327,spotify:artist:54R6Y0I7jGUCveDTtI21nb,Boney M.
3328,spotify:artist:5Pqx4mXYDGIDcg8E5FYjZ8,Carl Douglas
3329,spotify:artist:0vuuI2BxGByuCvnBHC00vX,Bryant Oden
3332,spotify:artist:2nZ18B9RTjJH56v2NTnNAI,Leanne & Naara
3335,spotify:artist:6jy0VQ5tLwEKBeMxZ1aK4J,Jeff Williams
3338,spotify:artist:08dD0frW9WYHRGVa40oILp,Casey Lee Williams
3343,spotify:artist:3zCAmjKyHsG7kTGsls1cfj,Spongebob Squarepants
3344,spotify:artist:4KTtf5EwJmZJTfRQDgkW7s,Keyboard Cat
3345,spotify:artist:56P8qdYp640M24wkk9eTfc,Parry Gripp
3346,spotify:artist:6cVOyC3FEeSZVIHjw9IOhD,Nyan Cat
3347,spotify:artist:0VeT7hHTJFJZcENGekjCsB,London Music Works
3348,spotify:artist:7oWSqrgMuIEyH9qp5nu2e5,Raffi
3349,spotify:artist:3dRfiJ2650SZu6GbydcHNb,John Williams
3350,spotify:artist:7mnAzEmgquhrVtGob81SmO,Big Shaq
3351,spotify:artist:4JMdvZoXArDVuMNNelKmjo,Black Coast
3352,spotify:artist:0LhHRmSd1EYM5QdNeNnCoQ,Darude
3354,spotify:artist:22Zqu1yyebVnbve8FxbJ2g,Rednex
3356,spotify:artist:6wa1AsxB9oJP7lwNSmbcYx,Daler Mehndi
3358,spotify:artist:3nmiIgeri4vEY7y0VpbsCn,DJ Jazzy Jeff
3359,spotify:artist:0CV4DAO1wV3ikZGYIkMtmh,John Cena
3360,spotify:artist:2T2raS4QdsQxb9lb3qGuz7,William Jacobs
3361,spotify:artist:7ivh8b3iUVvDWLIvCOezny,Spooky Scary Skeletons
3362,spotify:artist:4pBnYIwZmCVw36kT19KUGd,Chip-man & The Buckwheat Boyz
3363,spotify:artist:6goK4KMSdP4A8lw8jk4ADk,Pokémon
3364,spotify:artist:4KkHjCe8ouh8C2P9LPoD4F,Yolanda Be Cool
3366,spotify:artist:1VCtMJoDuOXAqX0rVG8xCe,Electric Slide Music Makers
3367,spotify:artist:3l3sSaPVrP627tNCgt4Tp1,Stryker Pose
3368,spotify:artist:1ctBPMXLFZETY7JYYsfik1,4Fate
3369,spotify:artist:7eGJeQTIqcNgSTn7x5tIse,IceJJFish
3371,spotify:artist:1nIUhcKHnK6iyumRyoV68C,Ennio Morricone
3372,spotify:artist:2EExdpjU4SK3xnJHO5paJf,Henry Mancini
3374,spotify:artist:1NtYiv70buGwaMspHuD49I,Rob Cantor
3376,spotify:artist:0o7cNzlOq45tjWDu25j838,The Theme Song
3377,spotify:artist:4IF11U0nzFhAaLDGZH3vSx,RichaadEB
3378,spotify:artist:1f5GqyOPo0CkotzzRwviBu,The Lonely Island
