,artist_uri,artist_name
16606,spotify:artist:23fqKkggKUBHNkbKtXEls4,Kygo
16625,spotify:artist:2iUbk5KhZYZt4CRvWbwb7S,LunchMoney Lewis
16655,spotify:artist:0z4gvV4rjIZ9wHck67ucSV,Akon
16665,spotify:artist:5vBSrE1xujD2FXYRarbAXc,Years & Years
16675,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,One Direction
16695,spotify:artist:2KsP6tYLJlTBvSUxnwlVWa,Mike Posner
16745,spotify:artist:2CpLIMBoE2ZzyY3ZBCRZ7j,BUNT.
16775,spotify:artist:0O7NhieDairfQvi9jr66Cx,NIHILS
16785,spotify:artist:4OtFSn9UYWzNX9bGUf5G9W,Royal Tongues
16795,spotify:artist:6z89jVMUmJejKgZC06oxf9,Both
16805,spotify:artist:2F633vOMnlOtx8cIYh0f5G,Doug Locke
16815,spotify:artist:37SpTT0AUlotLD5NbQOGjW,Tryon
16820,spotify:artist:3hyEbRtp617pNCuuQjyOmc,Lost Kings
16830,spotify:artist:2PCUhxD40qlMqsKHjTZD2e,Parachute
16840,spotify:artist:4CuipEvwcoQggmCV8jpKF9,Jason Derulo
16890,spotify:artist:5fahUm8t5c0GIdeTq0ZaG8,Otto Knows
16900,spotify:artist:3whuHq0yGx60atvA2RCVRW,Olly Murs
16910,spotify:artist:7LbuenKfQNLPKzvi1rKPBG,Madden
16930,spotify:artist:1mrrvBvbrm28iYaPlJ9mG5,Alex Adair
16940,spotify:artist:5OgSr6wQteRu9jek5JvnDQ,Coasts
16970,spotify:artist:3VAxb3UskTNiHAKh4UeOEv,JR JR
16990,spotify:artist:4B7SI5PsnEgeMQd6gSIrbn,Floduxe
17007,spotify:artist:3okpOKUI8vvwAYi4cDoXdZ,Kiso
17027,spotify:artist:12rBrcOPP50qIan8ew4iTP,Deep Chills
17037,spotify:artist:1PbBg2aYjWLKRk84zJK15x,Echosmith
17047,spotify:artist:26AHtbjWKiwYzsoGoUZq53,Pentatonix
17067,spotify:artist:6c4sUNBgdonFJz8Kx2VsGz,Madcon
17077,spotify:artist:4YXycRbyyAE0wozTk7QMEq,The Vamps
17127,spotify:artist:6dC0rIJNLSFZwqckLgXJ8p,Timeflies
17138,spotify:artist:0bdfiayQAKewqEvaU6rXCv,MØ
17208,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay
17217,spotify:artist:7LIy7KinYq7a83dUH6kvxT,Zayde Wølf
17227,spotify:artist:37mtx80nMDETlbsq2eFCzc,Fleur East
17237,spotify:artist:2WX2uTcsvV5OnS0inACecP,Birdy
17267,spotify:artist:3nJWBJvK7uGvfp4iZh9CkN,Relient K
17317,spotify:artist:0DxeaLnv6SyYk2DOqkLO8c,MAGIC!
17327,spotify:artist:513t0jZUP0K98C4h7KHtEb,NONONO
17337,spotify:artist:2NvmDZar6FF2CICK1yBS4I,Nashville Cast
17377,spotify:artist:70kkdajctXSbqSMJbQO424,Kacey Musgraves
17387,spotify:artist:4igDSX1kgfWbVTDCywcBGm,Johnnyswim
17397,spotify:artist:6p0HFtE6QhdHNY1H4Nk0mo,Maddi Jane
17427,spotify:artist:0OdUWJ0sBjDrqHygGUXeCF,Band of Horses
17437,spotify:artist:2txHhyCwHjUEpJjWrEyqyX,Tom Odell
17457,spotify:artist:2IAZ2xX1Ovh5jxhBWE7wda,Donavon Frankenreiter
17507,spotify:artist:7KMqksf0UMdyA0UCf4R3ux,James Blunt
17518,spotify:artist:1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia
17527,spotify:artist:6oKeE1UH8FizqNPScqM1NE,Collin McLoughlin
17537,spotify:artist:2IfoDsTn1JX2JXwGQSOdI3,Bill West
17547,spotify:artist:07r7OPIALkj6Icaoj4Kf5l,Madilyn
17567,spotify:artist:2Kx7MNY7cI1ENniW7vT30N,Norah Jones
17597,spotify:artist:0WfaItAbs4vlgIA1cuqGtJ,Daniela Andrade
17607,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder
17617,spotify:artist:1km0aro5NJuoX5dE0Mub5C,Joanna Wang
17657,spotify:artist:478LE6WL6BARBaLU2NHefl,Mark Farina
17667,spotify:artist:472pLATJRRVRxQSxnnlcrB,Two Worlds
17687,spotify:artist:5o206eFLx38glA2bb4zqIU,Bright Eyes
17717,spotify:artist:7K78lVZ8XzkjfRSI7570FF,José Feliciano
17737,spotify:artist:6jEiUoyyJNPHzSR0Nib6HX,Walk Off the Earth
17747,spotify:artist:1tjR4RumtKWAORIwLWQRWe,Lisa
17777,spotify:artist:3GBPw9NK25X1Wt2OUvOwY3,Jack Johnson
17797,spotify:artist:5Tf4EH8tDvznnjULcFxkIl,Alex Clare
17807,spotify:artist:0zOcE3mg9nS6l3yxt1Y0bK,The Fray
17917,spotify:artist:16GcWuvvybAoaHr0NqT8Eh,Alabama Shakes
17947,spotify:artist:4FZ3j1oH43e7cukCALsCwf,Jack White
17977,spotify:artist:3rT8xTwSOMDURtWpPyoKIO,Deer Tick
18017,spotify:artist:4Ajgo7nAsTzjSFymIfBjZ1,The Felice Brothers
18027,spotify:artist:0CDUUM6KNRvgBFYIbWxJwV,Dawes
18077,spotify:artist:3Ovf2lytXSXWFM2cwsJACC,Lead Belly
18097,spotify:artist:3GaRKzVcjJv5cIL8CmRAHn,Sawyer Fredericks
18117,spotify:artist:2K9hz9205EQR7KkKNdyXFc,The Last Internationale
18147,spotify:artist:7vX3cMVyW8gtDA4y855ynF,Rodrigo y Gabriela
18267,spotify:artist:762310PdDnwsDxAQxzQkfX,Depeche Mode
18277,spotify:artist:4s7QvzBMTW4BKWI5pVO2mY,The Silent Comedy
18287,spotify:artist:5VIq5RHAbVUMF700vdwfYw,Dry the River
18298,spotify:artist:01aC2ikO4Xgb2LUpf9JfKp,Gary Clark Jr.
18307,spotify:artist:3Caot8EtHX6wLpNF2wRzS0,Glen Hansard
18317,spotify:artist:55N838yCXjxLVkBkIM5pnf,William Elliott Whitmore
18327,spotify:artist:0XHiH53dHrvbwfjYM7en7I,Chris Cornell
18337,spotify:artist:11kBu957KTYoAltZHDm8gW,Buena Vista Social Club
18377,spotify:artist:4QQgXkCYTt3BlENzhyNETg,"Earth, Wind & Fire"
18407,spotify:artist:2OSrcgJ7aojkoh147Ct62i,D.J. Chill
18417,spotify:artist:6gk4ierjjSVPoZep27VfZz,Cazuza
18457,spotify:artist:6twIAGnYuIT1pncMAsXnEm,Commodores
18487,spotify:artist:6dgwEwnK0YtDfS9XhRwBTG,Broken Bells
18497,spotify:artist:1yAwtBaoHLEDWAnWR87hBT,Modest Mouse
18507,spotify:artist:6e4aHkdDUcsaXPTQdF6Qhn,Life of Dillon
18557,spotify:artist:64kJmYlYPeykl8UgCGLbFp,Axwell /\ Ingrosso
18567,spotify:artist:0trBqRcZ4lXqh8FERL5ZMa,Strange Talk
18578,spotify:artist:5PjekOABtfU2Kwo0AHVmci,Guy Sebastian
18587,spotify:artist:1gpUtHqrKRAEy8w7ojs8l5,Kiri T
18607,spotify:artist:64N1HzkQEXvjlJBQinWeu2,Stephen
18637,spotify:artist:7zmuMr74dNGqjq74uibncO,Kool John
18677,spotify:artist:4m6VmvHDXWmVdIw6EJGQ86,Frances
18707,spotify:artist:66TrUkUZ3RM29dqeDQRgyA,Ella Eyre
18738,spotify:artist:48sLioddyaXkuhyHXSkpsB,The Knocks
18747,spotify:artist:3WGpXCj9YhhfX11TToZcXP,Troye Sivan
18787,spotify:artist:1peH5tSqnYm8W6Bo3I5egE,Kat Dahlia
18817,spotify:artist:6MxlVTY6PmY8Nyn16fvxtb,Slightly Stoopid
18827,spotify:artist:0GzIauSfKRc5BlNXpTWAGz,Jessie James Decker
18857,spotify:artist:02kJSzxNuaWGqwubyUba0Z,G-Eazy
18867,spotify:artist:6VD4UEUPvtsemqD3mmTqCR,Deorro
18897,spotify:artist:5aYyPjAsLj7UzANzdupwnS,Good Charlotte
18927,spotify:artist:3AoNmoBJyEsBxlAjhrdxtw,Hudson Thames
18937,spotify:artist:28j8lBWDdDSHSSt5oPlsX2,ZHU
18997,spotify:artist:62Jfwxon19ZOT9eSL6bvtY,Sweater Beats
19007,spotify:artist:7muzHifhMdnfN1xncRLOqk,Ookay
19047,spotify:artist:2c6geVFkxNT2BKQyHUvnT3,Avery Wilson
19077,spotify:artist:1xU878Z1QtBldR7ru9owdU,Phoenix
19087,spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,Nelly
19147,spotify:artist:0jUQSUOcM7lxVn5eVGTkzQ,Justine Skye
19157,spotify:artist:1SoqIsFiUIuOm401HsEQso,Froogle
19177,spotify:artist:47z7ZrgFoBvVpCnElCE3Zh,Yellow Claw
19207,spotify:artist:67hb7towEyKvt5Z8Bx306c,Empire of the Sun
19217,spotify:artist:5HYNPEO2NNBONQkp3Mvwvc,Scott Bradlee's Postmodern Jukebox
19237,spotify:artist:4M5nCE77Qaxayuhp3fVn4V,Iron & Wine
19247,spotify:artist:6QrQ7OrISRYIfS5mtacaw2,Jaymes Young
19257,spotify:artist:7xEFii6utZmQ61kX59HmLH,FRENSHIP
19287,spotify:artist:6g8AmloI8egfrr3dm3SnUL,TWENTY88
19306,spotify:artist:4iiQabGKtS2RtTKpVkrVTw,Smallpools
19316,spotify:artist:4AGwPDdh1y8hochNzHy5HC,K.Flay
19336,spotify:artist:6H4lieipng8aGu3Hbd1UeJ,Shayne Ward
19346,spotify:artist:2JyWXPbkqI5ZJa3gwqVa0c,Craig David
19357,spotify:artist:3e7awlrlDSwF3iM0WBjGMp,Anne-Marie
19378,spotify:artist:33W1pnW9zScZtYTnAoWnOT,Mr. Probz
19386,spotify:artist:4zfTcqK4VudzZgd0T8g1Fi,School Gyrls
19398,spotify:artist:4AVFqumd2ogHFlRbKIjp1t,Alesso
19416,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,Girls' Generation
19506,spotify:artist:3ZDR41oUoECaIWDo6OFZsk,Hallyu Halloween
19557,spotify:artist:6fcTRFpz0yH79qSKfof7lp,Seven Lions
19566,spotify:artist:1LOB7jTeEV14pHai6EXSzF,Cash Cash
19576,spotify:artist:2mV8aJphiSHYJf43DxL7Gt,Lorde
19596,spotify:artist:6sCbFbEjbYepqswM1vWjjs,Zac Efron
19606,spotify:artist:1AgVgTcOC8I5Ubl5TbBUWm,JTX
19627,spotify:artist:1nf5yEVCfMbqm1OCYpntBT,Prince Fox
19696,spotify:artist:5Z8Qlj0jWh0OOmJ55EwSnu,Draper
19746,spotify:artist:6lB8vOoI4DRrrVxXwuV19c,Mike Perry
19756,spotify:artist:6BXionV4R0BunrFpSwIMUK,Britt Nicole
19796,spotify:artist:5mlbvTfWUOfDrUIK6dkNzv,Poppy
19816,spotify:artist:75X5RflOcZcRFTa3hrnzze,Checo
19856,spotify:artist:05o1zW8b6PV6rEquXr74sB,State of Sound
19876,spotify:artist:5338fdSzGNOFD4cxAxDTeq,Aaron Carter
19926,spotify:artist:20mCdWSz6PqFQof9gFFJ1r,Cashmere Cat
19956,spotify:artist:2ZRQcIgzPCVaT9XKhXZIzh,Gryffin
20006,spotify:artist:3wyfo3svXNWnszGAEVey11,Tokyo Police Club
20046,spotify:artist:6FQqZYVfTNQ1pCqfkwVFEa,Foals
20056,spotify:artist:7b697TI9p2abLzSo3eJTKW,Voxtrot
20076,spotify:artist:5e1BZulIiYWPRm8yogwUYH,Beach Bunny
20126,spotify:artist:540vIaP2JwjQb9dm3aArA4,DJ Snake
20146,spotify:artist:35sCXuy5gN6Or69rZ9vqBs,Birdman
20206,spotify:artist:3GsIlcwgQDJVjHD82mbA0Z,iLoveMemphis
20236,spotify:artist:6Ha4aES39QiVjR0L2lwuwq,Yo Gotti
20257,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,Shouse
20266,spotify:artist:085pc2PYOi8bGKj0PNjekA,will.i.am
20286,spotify:artist:1J2VVASYAamtQ3Bt8wGgA6,Ja Rule
20327,spotify:artist:5exS0bytCYdixgv02DaCm3,William Singe
20336,spotify:artist:17lzZA2AlOHwCwFALHttmp,2 Chainz
20376,spotify:artist:2TwUVWFJs4LD0lOBbJXnNa,Korede Bello
20416,spotify:artist:3q7HBObVc0L8jNeTe5Gofh,50 Cent
20456,spotify:artist:7e14Bh8oZXNRmZxjhhTARb,Koffi Olomide
20526,spotify:artist:1Nuq9WJb01OoR56vu02bhX,Solidstar
20536,spotify:artist:0mMqD2uqwvCjFvlzo6ayGi,Kabza De Small
20586,spotify:artist:3ZUn6LYxdmmPYQqBhFWI3h,Iyanya
20597,spotify:artist:7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg
20656,spotify:artist:2gzWmhOZhDN6gXL49JW9qj,Nasty C
20676,spotify:artist:46vPoRYWOgLif3MoI19aMh,DJ Fetty Bronson
20701,spotify:artist:1W3FSF1BLpY3hlVIgvenLz,The-Dream
20731,spotify:artist:7ACLUXo71FsLZaKMOPDnEJ,Joey B
20741,spotify:artist:7cYrum18IIozBSMWifAHjx,Gyft
20751,spotify:artist:7hHFTNIoDdt8C2whsOn3d3,Mwana FA
20761,spotify:artist:4D75GcNG95ebPtNvoNVXhz,Afrojack
20801,spotify:artist:6S0dmVVn4udvppDhZIWxCr,Sean Kingston
20881,spotify:artist:2mxe0TnaNL039ysAj51xPQ,R. Kelly
20992,spotify:artist:2YFBOR9KIxC6WqHclkj9Yq,Keke Palmer
21001,spotify:artist:7o95ZoZt5ZYn31e9z1Hc0a,Natasha Bedingfield
21021,spotify:artist:3r17AfJCCUqC9Lf0OAc73G,Fergie
21031,spotify:artist:5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis
21071,spotify:artist:29WzbAQtDnBJF09es0uddn,Corinne Bailey Rae
21161,spotify:artist:4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani
21181,spotify:artist:1g1yxsNVPhMUl9GrMjEb2o,Plain White T's
21201,spotify:artist:6jTnHxhb6cDCaCu4rdvsQ0,Hot Chelle Rae
21221,spotify:artist:3DiDSECUqqY1AuBP8qtaIa,Alicia Keys
21281,spotify:artist:6O74knDqdv3XaWtkII7Xjp,Boyz II Men
21331,spotify:artist:0BvkDsjIUla7X0k6CSWh1I,Luke Bryan
21381,spotify:artist:30e8DmahrEamvLbFRPdWmk,Justin Moore
21391,spotify:artist:1dID9zgn0OV0Y8ud7Mh2tS,Dustin Lynch
21411,spotify:artist:4xFUf1FHVy696Q1JQZMTRj,Jason Aldean
21451,spotify:artist:5Zq7R5qmi58ByYyBQTlNuk,Lee Brice
21481,spotify:artist:1n2pb9Tsfe4SwAjmUac6YT,Jake Owen
21502,spotify:artist:0u2FHSq3ln94y5Q57xazwf,Keith Urban
21621,spotify:artist:34bhyY8jfKez7uKakMfy4y,Maddie & Tae
21701,spotify:artist:7tje8UB3cuR1ZfeJx2U38T,Logan Mize
21711,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,Ingrid Andress
21741,spotify:artist:4gWAItIMhYCdD82T8tvv3T,Lucy Hale
21771,spotify:artist:0qSX3s5pJnAlSsgsCne8Cz,Brett Eldredge
21831,spotify:artist:6ktyNEnEukKzskQEiXgCFD,Craig Morgan
21891,spotify:artist:58PGErqpV9jX7sXz5wmV6o,Glen Templeton
21901,spotify:artist:1mfDfLsMxYcOOZkzBxvSVW,Cole Swindell
22001,spotify:artist:60d24wfXkVzDSfLS6hyCjZ,Martin Garrix
22031,spotify:artist:6b0Wy4mw8ePj9w2EX3s4V3,Noah Guthrie
22151,spotify:artist:1zNqDE7qDGCsyzJwohVaoX,Anne-Marie
22161,spotify:artist:1b4DN8Vj0dnj5cceMFsRYN,Cheat Codes
22221,spotify:artist:3AVfmawzu83sp94QW7CEGm,Astrid S
22241,spotify:artist:5H6xmHXjsq98NLbEjuE29f,NEIKED
22251,spotify:artist:5JSXWmQO8csVUy6hSRu8TA,Maty Noyes
22271,spotify:artist:2LZDXcxJWgsJfKXZv9a5eG,Cashmere Cat
22281,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes
22311,spotify:artist:15NtJjjHRFybdNSMyM9smT,Nevada
22331,spotify:artist:25tMQOrIU4LlUo6Sv8v5SE,Alan Walker
22371,spotify:artist:4wU6zFiIHLcMt9JMMo4W6v,Michael Andrews
22381,spotify:artist:1WgXqy2Dd70QQOU7Ay074N,AURORA
22431,spotify:artist:7gAppWoH7pcYmphCVTXkzs,The Vamps
22441,spotify:artist:4NHQUGzhtTLFvgF5SZesLK,Alok
22451,spotify:artist:6Dd3NScHWwnW6obMFbl1BH,Daya
22552,spotify:artist:5iNrZmtVMtYev5M9yoWpEq,Coldplay
22601,spotify:artist:1Vx5fzRUd7A1j40B8E3Yqo,Sara Hartman
22611,spotify:artist:36jaGQtMj5UWD0eO1fCVdD,Joel Adams
22651,spotify:artist:55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus
22681,spotify:artist:7wg1qvie3KqDNQbAkTdbX0,Louis The Child
22811,spotify:artist:49iKbKGqgn8OESkW5WduX0,Céline Dion
22841,spotify:artist:77tT1kLj6mCWtFNqiOmP9H,Daryl Hall & John Oates
22961,spotify:artist:3koiLjNrgRTNbOwViDipeA,Marvin Gaye
23052,spotify:artist:4YLtscXsxbVgi031ovDDdh,Chris Stapleton
23121,spotify:artist:5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys
23181,spotify:artist:6Ff53KvcvAj5U7Z1vojB5o,*NSYNC
23281,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,Van Morrison
23291,spotify:artist:4lxfqrEsLX6N1N4OCSkILp,Phil Collins
23781,spotify:artist:5lT648Ws2JWcET4ZBqytub,Keith Urban
23881,spotify:artist:7x8nK0m0cP2ksQf0mjWdPS,Dierks Bentley
24082,spotify:artist:3FfvYsEGaIb52QPXhg4DcH,Jason Aldean
24361,spotify:artist:4BYxqVkZyFjtik7crYLg5Q,Chris Young
24471,spotify:artist:389q47dvoq3Dh8NvjrQa8Q,Graham Colton Band
24491,spotify:artist:2JpErkT9FO3fZBrVhZaLdE,Ben Jelen
24501,spotify:artist:7H6dkUChT5EoOQtUVMg4cN,Hunter Hayes
24741,spotify:artist:0bc7dhY6YXL35m1G0jVwuW,Keith Whitley
24751,spotify:artist:3CygdxquGHurS7f9LjNLkv,Little Big Town
24791,spotify:artist:6yJCxee7QumYr820xdIsjo,Zac Brown Band
24851,spotify:artist:0RKP52f5PNDCRZ9Luq2Sr7,Jerrod Niemann
24881,spotify:artist:2t2XKfWKLXpFIjFwy1K8wx,Aaron Lewis
24891,spotify:artist:13YmWQJFwgZrd4bf5IjMY4,Jimmie Allen
24932,spotify:artist:7z5WFjZAIYejWy0NI5lv4T,Dan + Shay
24951,spotify:artist:070kGpqtESdDsLb3gdMIyx,Easton Corbin
24961,spotify:artist:0dvKgSdNB2U1gfp6ZcekYi,Frankie Ballard
25011,spotify:artist:3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney
25021,spotify:artist:2hJPr4lk7Q8SSvCVBl9fWM,Kip Moore
25031,spotify:artist:32WkQRZEVKSzVAAYqukAEA,Lady A
25081,spotify:artist:4DBi4EYXgiqbkxvWUXUzMi,Old Crow Medicine Show
25101,spotify:artist:2qgvmDsc4jrqbAbjq1HGM2,Rodney Atkins
25131,spotify:artist:6x2LnllRG5uGarZMsD4iO8,Thomas Rhett
25151,spotify:artist:3vHV92ecrylnUHDM4d2MtC,Tyler Farr
25171,spotify:artist:7nDsS0l5ZAzMedVRKPP8F1,Ofenbach
25211,spotify:artist:7pGyQZx9thVa8GxMBeXscB,K'NAAN
25231,spotify:artist:1mHuZMOP8FG5ip4yAb1vrB,Michael Franti & Spearhead
25261,spotify:artist:6AGUQK1EWK6nvN4pLIDQDQ,The Mowgli's
25361,spotify:artist:55RI2GNCfyXr0f14uIdhwd,A Thousand Horses
25391,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore
25401,spotify:artist:5DYAABs8rkY9VhwtENoQCz,Gavin DeGraw
25461,spotify:artist:5MouCg6ta7zAxsfMEbc1uh,OMI
25471,spotify:artist:4TH4BHy0LdBi3dpBW4P2UX,R. City
25581,spotify:artist:4NiJW4q9ichVqL1aUsgGAN,A Day To Remember
25591,spotify:artist:4hj6ZZxaiKvG5GU3PYf7Gh,Hawk Nelson
25621,spotify:artist:6yFbpXlBH8XHVQGjUPUvKU,He Is We
25631,spotify:artist:7juKTDFlPesGeWQ1GmjmOv,Silentó
25651,spotify:artist:3QLIkT4rD2FMusaqmkepbq,Rachel Platten
25741,spotify:artist:5lHRUCqkQZCIWeX7xG4sYT,Rich Homie Quan
25761,spotify:artist:4MIULe6tfg2loNzBy5B9eu,T-Wayne
25781,spotify:artist:6f0hUHWLOCxCSDQMtdVAS7,Shwayze
25861,spotify:artist:3N8Hy6xQnQv1F1XCiyGQqA,Sleeping With Sirens
25881,spotify:artist:1vSN1fsvrzpbttOYGsliDr,Tori Kelly
25921,spotify:artist:6S58b0fr8TkWrEHOH4tRVu,Switchfoot
25931,spotify:artist:4AapPt7H6bGH4i7chTulpI,Ben Rector
26011,spotify:artist:5iqStkZi6QmG8sgQZQrfGN,Danielle Bradbery
26031,spotify:artist:5UTSnsj3Xf9gw0vEGk9Jp6,Tim McMorris
26091,spotify:artist:25u4wHJWxCA9vO0CzxAbK7,Lukas Graham
26151,spotify:artist:6OKX0ui8juGXVOOW02uCbm,Billy Crudup
26153,spotify:artist:5zbkgHqOHsYnNhWfcAXjmR,Rudderless
26158,spotify:artist:08F3Y3SctIlsOEmKd6dnH8,Yusuf / Cat Stevens
26178,spotify:artist:3wWtfT7S2uVJJ3hGZlOLkZ,Judah & the Lion
26198,spotify:artist:716ZwtZBmwROBXcFmCzfdM,Andrew McMahon in the Wilderness
26238,spotify:artist:2zwHaEmXxX6DTv4i8ajNCM,Kris Allen
26268,spotify:artist:7giUHu5pv6YTZgSkxxCcgh,Edward Sharpe & The Magnetic Zeros
26308,spotify:artist:3iri9nBFs9e4wN7PLIetAw,Garrett Nash
26408,spotify:artist:6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB
26528,spotify:artist:0LYACpLAxQZscgQYkjKkCg,Oklahoma Sky
26598,spotify:artist:6a8DSomMqspxk3s3WlBjNT,Will Hoge
26608,spotify:artist:5q8HGNo0BjLWaTAhRtbwxa,Brantley Gilbert
26658,spotify:artist:3ECXkIKA1jOMIUhhqusIIO,Jessica Mears
26678,spotify:artist:5vCOdeiQt9LyzdI87kt5Sh,AronChupa
26708,spotify:artist:75FnCoo4FBxH5K1Rrx0k5A,The Band Perry
26748,spotify:artist:66lH4jAE7pqPlOlzUKbwA0,Elle King
26778,spotify:artist:60h3lZFY2T93K7qxVPrajf,Jimmy Wayne
26828,spotify:artist:4DHLoiIqFYYFjH09WduvFd,Coco Jones
26838,spotify:artist:6f6VAs9A49Er8jbbCUjAH0,Skylar Stecker
26898,spotify:artist:04abdnqPQe2N4fjztDea6z,Austin Mahone
26908,spotify:artist:5e4Dhzv426EvQe3aDb64jL,Shania Twain
26948,spotify:artist:5yG7ZAZafVaAlMTeBybKAL,Iggy Azalea
26988,spotify:artist:7FgMLbnZVrEnir95O0YujA,Five For Fighting
26998,spotify:artist:7xTcuBOIAAIGDOSvwYFPzk,Daniel Powter
27038,spotify:artist:3Ayl7mCk0nScecqOzvNp6s,Jimmy Eat World
27088,spotify:artist:7vXwfZyDp3spzIVNXDaTPN,Metro Station
27118,spotify:artist:5mgr0FFpvy267wKVAYg8qp,Lit
27128,spotify:artist:2p4FqHnazRucYQHyDCdBrJ,Simple Plan
27198,spotify:artist:0FWzNDaEu9jdgcYTbcOa4F,3OH!3
27238,spotify:artist:5PokPZn11xzZXyXSfnvIM3,Lifehouse
27248,spotify:artist:2MqhkhX4npxDZ62ObR5ELO,Hoobastank
27258,spotify:artist:6BMhCQJYHxxKAeqYS1p5rY,Hinder
27298,spotify:artist:3rIZMv9rysU7JkLzEaC5Jp,Snow Patrol
27318,spotify:artist:5aMmmNxw4vgpc5XC6hK0zp,The Calling
27348,spotify:artist:0ekbDNE2eOq8QiaXM34wer,Howie Day
27358,spotify:artist:3AQRLZ9PuTAozP28Skbq8V,The Script
27448,spotify:artist:6IRouO5mvvfcyxtPDKMYFN,Foreigner
27468,spotify:artist:0ECwFtbIWEVNwjlrfc6xoL,Eagles
27568,spotify:artist:1gRNBaI4yn6wCCTvRhGWh8,Don McLean
27618,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,System Of A Down
27628,spotify:artist:4RddZ3iHvSpGV4dvATac9X,Papa Roach
27638,spotify:artist:12Chz98pHFMPJEknJQMWvI,Muse
27648,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park
27688,spotify:artist:6deZN1bslXzeGvOLaLMOIF,Nickelback
27728,spotify:artist:7uWXomGkKtIq9B4XgA3gch,Third Day
27738,spotify:artist:11Y54BxlxC3UIAUkU2eadQ,Rend Collective
27748,spotify:artist:2VtijBCDRsLnB5gBNich9A,Daniel Doss Band
27768,spotify:artist:0bz9hDpUbAw5JElgEiuIYZ,Matt Redman
27778,spotify:artist:7HKh82YLkcXrxveZKxdSwg,Timothy Brindle
27788,spotify:artist:12H1Dmi64fAmmARrsyVFzy,Trip Lee
27808,spotify:artist:1CFCsEqKrCyvAFKOATQHiW,Andy Mineo
27838,spotify:artist:1HvCWUrKX1xKeT3yQXjPeI,Walter Martin
27848,spotify:artist:1NCONNiSLaGx7w4zGUdVfQ,Betty Chung
27850,spotify:artist:0vYkHhJ48Bs3jWcvZXvOrP,Patti Smith
27860,spotify:artist:38zTZcuN7nFvVJ6auhc6V3,Deerhunter
27880,spotify:artist:1tho5dJnzdYD57EQkM3SmK,Chastity Belt
27890,spotify:artist:2PDepyCtfybWn5UJv0DmKw,Molly Nilsson
27900,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,Mac DeMarco
27910,spotify:artist:2joJCoCL4EmiVqic3vZn7n,The Limiñanas
27920,spotify:artist:1xYWvEmUvXYRbJqp3zFezp,Vaadat Charigim
27929,spotify:artist:7nZxuvhQs2uxHXggvMp95l,Yonatan Gat
27949,spotify:artist:3b9xFi5STo0NHNhggV4V0b,The Snails
28219,spotify:artist:4aJTB79uwT4sP0Nb8QGWHc,Joe Nichols
28289,spotify:artist:49FeZO3eSrJs7oH7lYLU1r,Kelly Price
28299,spotify:artist:0L1UEfiwv5js2NLVLajhAr,Florida A&M University Gospel Choir
28309,spotify:artist:2gya4YZQdto5OdF91ZdEzh,Norman Hutchins
28319,spotify:artist:1NqEdHZu5o9r4I37uGUNHI,Dottie Peoples & The Peoples Choice Chorale
28329,spotify:artist:5YxebzzreNswbtYC1td4cx,Tasha Cobbs Leonard
28339,spotify:artist:40tzRHO6w4wROAdb6Sr21l,Donald Lawrence
28359,spotify:artist:7JoEIKPciBjDFfKrxGvgR9,Benita Washington
28369,spotify:artist:6LE9L2ofDhMdnlN67KibPt,"The Warriors, DR.Charles G. Hayes"
28386,spotify:artist:1I7iiuI5AMSMCwKp8dOCXY,The New Life Community Choir
28396,spotify:artist:5r0KYGxdIZEHZ6z6XbkVbo,Marvin Sapp
28406,spotify:artist:74IEeKcuS34kF2TjOigXra,Donnie McClurkin
28416,spotify:artist:50DI0MpQBOtBO0PFtKVQRx,Shekinah Glory Ministry
28426,spotify:artist:0sD8Amms4kSxs5tBV4CUmR,Smokie Norful
28436,spotify:artist:1xy9x7h2jKEg8iG22Sml32,Tye Tribbett
28446,spotify:artist:4WIRlLxuzmZciQ8JS2b3jP,Kirk Franklin
28456,spotify:artist:2ndyVAdV9UqF1XjyTJt484,Fred Hammond
28466,spotify:artist:4akybxRTGHJZ1DXjLhJ1qu,Mariah Carey
28476,spotify:artist:6ZyV955Ypf3JAKInn1a0dt,Tamela Mann
