,track_uri,track_name,artist_name,artist_uri,album_uri,album_name
2689,spotify:track:7erJkrUVjOi3yLjOE7dbap,Postcard From Paris,The Band Perry,spotify:artist:75FnCoo4FBxH5K1Rrx0k5A,spotify:album:6T0TXzF0VSIc8QbUqJrB2w,The Band Perry
2690,spotify:track:0IqKeD8ZSP72KbGYyzEcAs,Take Me To Church,Hozier,spotify:artist:2FXC3k01G6Gw61bmprjgqS,spotify:album:36k5aXpxffjVGcNce12GLZ,Hozier
2691,spotify:track:2mXsZsJBThTaJXbNcg5QD4,Mama's Broken Heart,Miranda Lambert,spotify:artist:66lH4jAE7pqPlOlzUKbwA0,spotify:album:1Pv6Znx8kGygusP4fqBD7m,Four The Record
2694,spotify:track:2xp1Vqov2s6EofvF3NyMkn,I Love You This Much,Jimmy Wayne,spotify:artist:60h3lZFY2T93K7qxVPrajf,spotify:album:75rn5CteOqeEZNS0KyOQlv,Jimmy Wayne
2695,spotify:track:3Nbcx1svCSzmyYG2I81YCZ,Up,Olly Murs,spotify:artist:3whuHq0yGx60atvA2RCVRW,spotify:album:0jD1tOJpP0Qz8UcLq3FFkr,Never Been Better
2696,spotify:track:0gRczqVHrEQQDyizJUtgRc,Troublemaker,Olly Murs,spotify:artist:3whuHq0yGx60atvA2RCVRW,spotify:album:1xzeJ3NPSvnqKjTKwyjEtz,Right Place Right Time (Deluxe)
2697,spotify:track:10xcIQQEJSEIOgG1HvS3t9,Magic,Selena Gomez,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,spotify:album:2aXmfPpn8Hq7B5gxOTxxi4,Wizards of Waverly Place
2698,spotify:track:4ljwHVxOaRTuPJe5qtriKr,Doing It (feat. Rita Ora),Charli XCX,spotify:artist:25uiPmTg16RbhZWAqwLBy5,spotify:album:0DgLboDoKVcueitwtpQxe2,SUCKER
2699,spotify:track:33pEKWX4isAp2xAp82gzbj,Me And You,Coco Jones,spotify:artist:4DHLoiIqFYYFjH09WduvFd,spotify:album:5Zujo4KiMKCtdIglUha0xR,Let It Shine
2700,spotify:track:3KYZ5iuQveMDngVTMCtPjd,Hey,Skylar Stecker,spotify:artist:6f6VAs9A49Er8jbbCUjAH0,spotify:album:0aL2uo3CXOTyGJYDsjBwd2,Firecracker
2701,spotify:track:0HUxldRfI3EqH6wMesQDmv,Happy,Skylar Stecker,spotify:artist:6f6VAs9A49Er8jbbCUjAH0,spotify:album:1SxJ7IJR9lHb8SvnShoT6q,"Uncovered, Vol. 1"
2702,spotify:track:0tAU806GzmiZEFyQGJhGxy,Me And My Broken Heart,Skylar Stecker,spotify:artist:6f6VAs9A49Er8jbbCUjAH0,spotify:album:2UFSLs3FViEXO3a1QMRKjc,Me And My Broken Heart
2703,spotify:track:32yoQh1MEGY5BiYF3rqB1s,Chandelier (Acoustic),Skylar Stecker,spotify:artist:6f6VAs9A49Er8jbbCUjAH0,spotify:album:1SxJ7IJR9lHb8SvnShoT6q,"Uncovered, Vol. 1"
2705,spotify:track:2Lxn120kiYdX4Ues707qtH,Rooftop,Skylar Stecker,spotify:artist:6f6VAs9A49Er8jbbCUjAH0,spotify:album:6wDQvIx1HJYBX8IBRGysOR,This Is Me
2706,spotify:track:2n3CaPGPLYnYAvTEwKCX8t,Mmm Yeah (feat. Pitbull),Austin Mahone,spotify:artist:04abdnqPQe2N4fjztDea6z,spotify:album:0dcqVluuyFBCScCqH7uAwx,The Secret
2707,spotify:track:0IF0vGwaJQ8ZCh0QxhW6OV,Man! I Feel Like A Woman!,Shania Twain,spotify:artist:5e4Dhzv426EvQe3aDb64jL,spotify:album:0vOj0JVKv2bobFBBUTjgQF,Come On Over
2708,spotify:track:0ZUo4YjG4saFnEJhdWp9Bt,Before He Cheats,Carrie Underwood,spotify:artist:4xFUf1FHVy696Q1JQZMTRj,spotify:album:0kys2jaKAiDPfNBd4z7LAg,Some Hearts
2709,spotify:track:79FoDauqgqdVBUg66rsHJR,Starts with Goodbye,Carrie Underwood,spotify:artist:4xFUf1FHVy696Q1JQZMTRj,spotify:album:0kys2jaKAiDPfNBd4z7LAg,Some Hearts
2710,spotify:track:1SfoXU9q0EZtlgSLlrYBju,Chains,Nick Jonas,spotify:artist:4Rxn7Im3LGfyRkY2FlHhWi,spotify:album:3F5UFEwefmWchvdhkvRUcT,Nick Jonas
2711,spotify:track:6iAQHemp1D2VSSPk74Dor3,Trouble,Iggy Azalea,spotify:artist:5yG7ZAZafVaAlMTeBybKAL,spotify:album:4z4Pgh0fNUQkmGP4K1XxDb,Reclassified
2713,spotify:track:5oQcOu1omDykbIPSdSQQNJ,1985,Bowling For Soup,spotify:artist:5ND0mGcL9SKSjWIjPd0xIb,spotify:album:43jBR9MNJk5AUuB56M0pRF,A Hangover You Don't Deserve
2715,spotify:track:5gBQ3x6u7DCvMW1QoP3CpG,100 Years,Five For Fighting,spotify:artist:7FgMLbnZVrEnir95O0YujA,spotify:album:1QBU2iq38q3Y8PWlBhRFzk,Playlist: The Very Best Of Five For Fighting
2716,spotify:track:0mUyMawtxj1CJ76kn9gIZK,Bad Day,Daniel Powter,spotify:artist:7xTcuBOIAAIGDOSvwYFPzk,spotify:album:4zhigAhPwqp43XVHBiVeQI,Daniel Powter
2717,spotify:track:2l57cfmCnOkwNX1tky02n1,Move Along,The All-American Rejects,spotify:artist:3vAaWhdBR38Q02ohXqaNHT,spotify:album:3PWEGZ6CYvXRnr0JCECsDe,Move Along
2718,spotify:track:6RcQOut9fWL6FSqeIr5M1r,Hollaback Girl,Gwen Stefani,spotify:artist:4yiQZ8tQPux8cPriYMWUFP,spotify:album:1HduTydfaUY3idi2YgT3mb,Love Angel Music Baby
2720,spotify:track:3mcG2NI5G5vhrQtRda1YnA,The Middle,Jimmy Eat World,spotify:artist:3Ayl7mCk0nScecqOzvNp6s,spotify:album:2ZuFyQ3E5n1L0VA9iyH0YV,Bleed American
2721,spotify:track:3SqOC9IRDYGSq9cH6K2GQI,The Anthem,Good Charlotte,spotify:artist:5aYyPjAsLj7UzANzdupwnS,spotify:album:6ygkkg1otZVwLIsSHl1mMi,Good Charlotte/The Young And The Hopeless
2722,spotify:track:0MsrWnxQZxPAcov7c74sSo,Holiday/Boulevard Of Broken Dreams,Green Day,spotify:artist:7oPftvlwr6VrsViSDV7fJY,spotify:album:5dN7F9DV0Qg1XRdIgW8rke,American Idiot
2724,spotify:track:0OJXdyyVL8K6aovPgfqCcN,Girlfriend (German Version - Explicit) - German Version - Explicit,Avril Lavigne,spotify:artist:0p4nmQO2msCgU4IF37Wi3j,spotify:album:0XypvgyeJm4mNjH4QRHmYR,The Best Damn Thing
2725,spotify:track:46SFeuNs1K5D76D9vCwFuR,Shake It,Metro Station,spotify:artist:7vXwfZyDp3spzIVNXDaTPN,spotify:album:7Eb0IrQS3xbuje3EsREVnb,Metro Station
2726,spotify:track:1FMHNVeJ9s1x1l1WlaRs2I,It Ends Tonight,The All-American Rejects,spotify:artist:3vAaWhdBR38Q02ohXqaNHT,spotify:album:3PWEGZ6CYvXRnr0JCECsDe,Move Along
2727,spotify:track:1N62wozuHCvczCkY4QidpP,Over My Head (Cable Car),The Fray,spotify:artist:0zOcE3mg9nS6l3yxt1Y0bK,spotify:album:1IM3GwptCGYjRkzCBolyFK,How To Save A Life
2728,spotify:track:33iv3wnGMrrDugd7GBso1z,My Own Worst Enemy,Lit,spotify:artist:5mgr0FFpvy267wKVAYg8qp,spotify:album:3w5Uz3q4SJze14P60ZChsp,A Place In The Sun
2729,spotify:track:1hIupFeRu3nmMcjbjxPnMc,I'm Just A Kid,Simple Plan,spotify:artist:2p4FqHnazRucYQHyDCdBrJ,spotify:album:3rEl0zv6lbVZiB79uHAQ5y,"No Pads, No Helmets...Just Balls"
2732,spotify:track:6L89mwZXSOwYl76YXfX13s,Basket Case,Green Day,spotify:artist:7oPftvlwr6VrsViSDV7fJY,spotify:album:4uG8q3GPuWHQlRbswMIRS6,Dookie
2733,spotify:track:1S30kHvkkdMkcuCTGSgS41,Nine In The Afternoon - Radio Mix,Panic! At The Disco,spotify:artist:20JZFwl6HVl6yg8a4H3ZqK,spotify:album:7Hk9WbjPbN1n2GXaK7aldw,Pretty. Odd.
2734,spotify:track:2IiNA0s5eQBSjwK4iNeUvW,Complicated,Avril Lavigne,spotify:artist:0p4nmQO2msCgU4IF37Wi3j,spotify:album:7h6XeTzy0SRXDrFJeA9gO7,Let Go
2735,spotify:track:7HGTkn2aX7MNdKs7nV2xBt,Somebody Told Me,The Killers,spotify:artist:0C0XlULifJtAgn6ZNCW2eu,spotify:album:4undIeGmofnAYKhnDclN1w,Hot Fuss
2736,spotify:track:5jzX4dWVQeBTtfBaXnMRt5,DONTTRUSTME - Explicit Album Version,3OH!3,spotify:artist:0FWzNDaEu9jdgcYTbcOa4F,spotify:album:6MSOHtUiG49Grd7BdZrRUm,WANT
2737,spotify:track:3k2Zv2luPZHpxfFjGpr4Mm,How Far We've Come,Matchbox Twenty,spotify:artist:3Ngh2zDBRPEriyxQDAMKd1,spotify:album:07cWSvrkFTgaQGYh7M1cCt,Exile On Mainstream
2738,spotify:track:2MLHyLy5z5l5YRp7momlgw,Island In The Sun,Weezer,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,spotify:album:2OBSz5Nlto0Q5CtYPzPY7c,Weezer (Green Album)
2740,spotify:track:0wqOReZDnrefefEsrIGeR4,Hanging By A Moment,Lifehouse,spotify:artist:5PokPZn11xzZXyXSfnvIM3,spotify:album:1VKNHcrUppE8i5oAhg4o6k,No Name Face
2741,spotify:track:6Gn02ZC8juXwQ10Xk7ACXx,The Reason,Hoobastank,spotify:artist:2MqhkhX4npxDZ62ObR5ELO,spotify:album:2NpfPQ6AQn50AZpPP412uU,The Reason
2742,spotify:track:40LQiUUUKXVGyNs09lHVjW,Lips Of An Angel,Hinder,spotify:artist:6BMhCQJYHxxKAeqYS1p5rY,spotify:album:2SmDuZSWtjukp9gkG2mcBQ,Extreme Behavior
2743,spotify:track:4YPhn26bIFm2KUkL1VLzQG,Say It Ain't So,Weezer,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,spotify:album:33CmI2lR8PnQwz6133Mc7l,Weezer
2744,spotify:track:7L605WhF5EGf34ggj87yK6,You And Me,Lifehouse,spotify:artist:5PokPZn11xzZXyXSfnvIM3,spotify:album:3wJfFDP79V0vuGaAasTIz6,Lifehouse
2746,spotify:track:11bD1JtSjlIgKgZG2134DZ,Chasing Cars,Snow Patrol,spotify:artist:3rIZMv9rysU7JkLzEaC5Jp,spotify:album:6fb7z9rBdrjzpBTg1R1Bwp,Eyes Open
2748,spotify:track:5QpaGzWp0hwB5faV8dkbAz,Wherever You Will Go,The Calling,spotify:artist:5aMmmNxw4vgpc5XC6hK0zp,spotify:album:2Ir1mtE8K61cCNY5WQyKGV,Camino Palmero
2750,spotify:track:3FvCy00Wz75HmhlXPMmnOx,Superman (It's Not Easy),Five For Fighting,spotify:artist:7FgMLbnZVrEnir95O0YujA,spotify:album:1QBU2iq38q3Y8PWlBhRFzk,Playlist: The Very Best Of Five For Fighting
2751,spotify:track:5aDpULK8MbJmHl42kR5KNI,Collide,Howie Day,spotify:artist:0ekbDNE2eOq8QiaXM34wer,spotify:album:1MSfGxrYjkxUp8DL60o60T,Stop All The World Now
2752,spotify:track:1a1i2IwXnUN0PjllVEhA4B,Breakeven,The Script,spotify:artist:3AQRLZ9PuTAozP28Skbq8V,spotify:album:5gCo4z8XZ0T16nJmnw9wnG,The Script
2754,spotify:track:3vsNteZn6E5qBSSBO78W7b,You're Beautiful,James Blunt,spotify:artist:7KMqksf0UMdyA0UCf4R3ux,spotify:album:31p2S8NRI7kVdEZAMkGONK,Back To Bedlam
2755,spotify:track:75JFxkI2RXiU7L9VXzMkle,The Scientist,Coldplay,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,spotify:album:0RHX9XECH8IVI3LNgWDpmQ,A Rush Of Blood To The Head
2761,spotify:track:00qOE7OjRl0BpYiCiweZB2,Juke Box Hero,Foreigner,spotify:artist:6IRouO5mvvfcyxtPDKMYFN,spotify:album:2Pw51hAGvWpTA3AYl2WVuu,4 [Expanded]
2762,spotify:track:7vidktgNZFQylTgH1GEnMs,Cold As Ice - Single / LP Version,Foreigner,spotify:artist:6IRouO5mvvfcyxtPDKMYFN,spotify:album:1OU7zJvUfgxxPHgkTClt1M,Foreigner [Expanded]
2763,spotify:track:40riOy7x9W7GXjyGp4pjAv,Hotel California - Remastered,Eagles,spotify:artist:0ECwFtbIWEVNwjlrfc6xoL,spotify:album:2widuo17g5CEC66IbzveRu,Hotel California (Remastered)
2770,spotify:track:3YBZIN3rekqsKxbJc9FZko,Paradise City,Guns N' Roses,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,spotify:album:3I9Z1nDCL4E0cP62flcbI5,Appetite For Destruction
2771,spotify:track:5MxNLUsfh7uzROypsoO5qe,Dream On,Aerosmith,spotify:artist:7Ey4PD4MYsKc5I2dolUwbH,spotify:album:19lEZSnCCbVEkKchoPQWDZ,Aerosmith
2773,spotify:track:1fDsrQ23eTAVFElUMaf38X,American Pie,Don McLean,spotify:artist:1gRNBaI4yn6wCCTvRhGWh8,spotify:album:10jsW2NYd9blCrDITMh2zS,American Pie
2775,spotify:track:6Bm6qUCSatPAqkQllFL7oA,Unwell,Matchbox Twenty,spotify:artist:3Ngh2zDBRPEriyxQDAMKd1,spotify:album:7fv4OVYUiixcwCGDRwvcH8,More Than You Think You Are
2776,spotify:track:49kjlZP49LMD1MrrcvXDET,For the First Time,The Script,spotify:artist:3AQRLZ9PuTAozP28Skbq8V,spotify:album:5rtaHEtZdWQSrKJmuqPTB0,Science & Faith
2778,spotify:track:5V3mdRI2yQxbSsJGDPc5lD,Chop Suey!,System Of A Down,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,spotify:album:4DR0GWo7w2GJyQnFVa4jAB,Toxicity
2779,spotify:track:5eek2X5459T1HoYJk2CKXv,Last Resort,Papa Roach,spotify:artist:4RddZ3iHvSpGV4dvATac9X,spotify:album:3VdXq4YQIt3ugs05SjFmsD,Infest
2780,spotify:track:4VqPOruhp5EdPBeR92t6lQ,Uprising,Muse,spotify:artist:12Chz98pHFMPJEknJQMWvI,spotify:album:0eFHYz8NmK75zSplL5qlfM,The Resistance
2781,spotify:track:2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,spotify:album:4Gfnly5CzMJQqkUFfoHaP3,Meteora
2782,spotify:track:11Tm0hw3DDF1gqU0kSEwiC,Rape Me,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh,spotify:album:7mhk75WqSVNIvxZumfCdvu,In Utero - 20th Anniversary - Deluxe Edition
2784,spotify:track:7MeXwzhSDGfqNfuFANgzVC,Toxicity,System Of A Down,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,spotify:album:4DR0GWo7w2GJyQnFVa4jAB,Toxicity
2785,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,How You Remind Me - LP Mix,Nickelback,spotify:artist:6deZN1bslXzeGvOLaLMOIF,spotify:album:5fKL7vMTXvhR9tov8Kqt3u,Silver Side Up
2786,spotify:track:1bhjMY5O0ZjB41OHcdRH0a,High School Never Ends - Main Version - Explicit,Bowling For Soup,spotify:artist:5ND0mGcL9SKSjWIjPd0xIb,spotify:album:6vZyMIVJgA9c8MIkDtlHd2,The Great Burrito Extortion Case
2788,spotify:track:7bxECEwQOcLXKIMKGojort,Where The Money Is,NEEDTOBREATHE,spotify:artist:610EjgFatGvVPtib97jQ8G,spotify:album:52e12cyeu7IY7JGSoUArHw,Rivers In The Wasteland
2789,spotify:track:73ZSUS3WLluxgASR1Hp74B,Soul On Fire (feat. All Sons & Daughters),Third Day,spotify:artist:7uWXomGkKtIq9B4XgA3gch,spotify:album:0SgfcGHEntlBVfb3DOxkZw,Lead Us Back: Songs of Worship
2790,spotify:track:5AcdaSVQfLcUKMaqchfBie,My Lighthouse,Rend Collective,spotify:artist:11Y54BxlxC3UIAUkU2eadQ,spotify:album:5wqj3h35WV6FxeoFs6981b,The Art Of Celebration
2791,spotify:track:5dhW6ttBD2HsYCb8ib0Ghs,That's My Deliverer,Daniel Doss Band,spotify:artist:2VtijBCDRsLnB5gBNich9A,spotify:album:6WMOVEpObrkd8VtbkfcNVM,Beyond My Reach
2792,spotify:track:3LDM47jRsgIs9Ld8r5vLRo,Blessed Is The One,Daniel Doss Band,spotify:artist:2VtijBCDRsLnB5gBNich9A,spotify:album:1r6VG2MdN3PnxiB1oaRbib,Greater Than Us All
2793,spotify:track:2IPgx0O8G8fMLuHak1fzNg,Sing And Shout - Live,Matt Redman,spotify:artist:0bz9hDpUbAw5JElgEiuIYZ,spotify:album:1gYcjMGHyTQvlTlSDu8dhU,Your Grace Finds Me
2794,spotify:track:53i9QgdZ2X0DdvqDOvt7r4,Mercy and Grace (feat. Timothy Brindle),Timothy Brindle,spotify:artist:7HKh82YLkcXrxveZKxdSwg,spotify:album:2BN0IBnBSd4YSwOVgO6EiU,The Attributes of God
2795,spotify:track:3vNmLhT5g7ksVVZYcfpxJg,For My Good,Trip Lee,spotify:artist:12H1Dmi64fAmmARrsyVFzy,spotify:album:4Q8RFkugUYAo16Ef6vrQjL,The Good Life
2796,spotify:track:1Sp0f7YWMQVNd2bnUzfNn1,The Invasion (Hero) [feat. Jai],Trip Lee,spotify:artist:12H1Dmi64fAmmARrsyVFzy,spotify:album:7B0wLtxes35U0MQlNE07E6,Between Two Worlds
2797,spotify:track:3KZcvcCLWRk3dXACe76C7J,God Is Enough (feat. Flame),Lecrae,spotify:artist:1CFCsEqKrCyvAFKOATQHiW,spotify:album:2JDd8vFO87iiNuZbMnApng,Rehab
2798,spotify:track:7h5hrfMUhff3LKjTj26w8Y,Tell the World (feat. Mali Music),Lecrae,spotify:artist:1CFCsEqKrCyvAFKOATQHiW,spotify:album:0XpfWZlNhMsQ4xR6O0wegr,Gravity
2800,spotify:track:16PiUy0P2mmJroyHbuGCXB,Jobs I Had Before I Got Rich & Famous,Walter Martin,spotify:artist:1HvCWUrKX1xKeT3yQXjPeI,spotify:album:1jhVyrMZsT63Gt0t7XvQub,Arts & Leisure
2801,spotify:track:3FECBXr4grUJ57bVWvV7b7,Bang Bang,Betty Chung,spotify:artist:1NCONNiSLaGx7w4zGUdVfQ,spotify:album:1Os8AeNhmRBtbntYt3rp7q,Bang Bang
2802,spotify:track:7w0chcuNV2QYryLRRXSuyh,When Doves Cry,Patti Smith,spotify:artist:0vYkHhJ48Bs3jWcvZXvOrP,spotify:album:6mlMWDW1rLGEdyY4e56bcO,Land (1975-2002)
2803,spotify:track:066nVSMAHBa3UxtE1m4c2j,Snakeskin,Deerhunter,spotify:artist:38zTZcuN7nFvVJ6auhc6V3,spotify:album:0y5XgOUEiJSSIMxC4ALRAC,Fading Frontier
2804,spotify:track:3pcCifdPTc2BbqmWpEhtUd,Burn the Witch,Radiohead,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,spotify:album:6vuykQgDLUCiZ7YggIpLM9,A Moon Shaped Pool
2805,spotify:track:44p8HtTtPp81ESuZP1aix5,On the Floor,Chastity Belt,spotify:artist:1tho5dJnzdYD57EQkM3SmK,spotify:album:10kPjDQXraJLGgXVO3cLz9,Time to Go Home
2806,spotify:track:7IEcPKS3Fkd9DgajXPpbSY,Hey Moon!,Molly Nilsson,spotify:artist:2PDepyCtfybWn5UJv0DmKw,spotify:album:3BRCtUxoDikSSrOFyCvT7q,These Things Take Time
2807,spotify:track:50SIcPYb3sCrKweC6C4BQC,Treat Her Better,Mac Demarco,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,spotify:album:7xPhDaYZ2ejV04aNtdBdvj,Salad Days
2808,spotify:track:5CI2tcJMXXl4BinAk3DI1K,Prisunic,The Limiñanas,spotify:artist:2joJCoCL4EmiVqic3vZn7n,spotify:album:5aFHngn2XJ3Q3yBom8yToq,Malamore
2809,spotify:track:6clYXXfpfNZ8MGcBSYr64b,Odisea,Vaadat Charigim,spotify:artist:1xYWvEmUvXYRbJqp3zFezp,spotify:album:7HiqzV78k22lriP3g5qFhb,The World Is Well Lost
2810,spotify:track:6AusPFTFwk5iuqF3ekn7gu,Casino Café,Yonatan Gat,spotify:artist:7nZxuvhQs2uxHXggvMp95l,spotify:album:5WKXGTyph49HTRsTJRkl69,Director
2811,spotify:track:75YUnz58ajMo2VIIuUFvOV,The Tourist,Radiohead,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,spotify:album:7dxKtc08dYeRVHt3p9CZJn,OK Computer
2812,spotify:track:6FJfXr849kkY4K5fgAKg4R,Coconut Boat,The Snails,spotify:artist:3b9xFi5STo0NHNhggV4V0b,spotify:album:2PkA77KcwZbbGCGQ51v0kU,Worth the Wait EP
2813,spotify:track:1qP7GQv65XvQBQoKMadJ64,Life On Mars,AURORA,spotify:artist:1WgXqy2Dd70QQOU7Ay074N,spotify:album:3QhaYn6tvViNZWgeBhkJ1t,"Girls, Vol. 3"
2814,spotify:track:4f3ocvNFdJMmGP04kskM2J,Burnin' It Down,Jason Aldean,spotify:artist:3FfvYsEGaIb52QPXhg4DcH,spotify:album:2RIu1R2av2tWEu2MloUE6u,"Old Boots, New Dirt"
2815,spotify:track:2qYsSHsYkihWx043HVJQRV,Dirt Road Anthem,Jason Aldean,spotify:artist:3FfvYsEGaIb52QPXhg4DcH,spotify:album:6gYk1JlSSmlUZGs1Lef1BI,My Kinda Party
2816,spotify:track:3gVRILe7XCyNakb6sy5umX,When She Says Baby,Jason Aldean,spotify:artist:3FfvYsEGaIb52QPXhg4DcH,spotify:album:2uXHwdc2aTcUP2EhXKhPRu,Night Train
2817,spotify:track:0h3DPHckCUqcWswjVMvdE9,The Only Way I Know (with Luke Bryan and Eric Church),Jason Aldean,spotify:artist:3FfvYsEGaIb52QPXhg4DcH,spotify:album:2uXHwdc2aTcUP2EhXKhPRu,Night Train
2818,spotify:track:64kx1uRSRs0M4qVlZ0RytB,Laid Back,Jason Aldean,spotify:artist:3FfvYsEGaIb52QPXhg4DcH,spotify:album:2RIu1R2av2tWEu2MloUE6u,"Old Boots, New Dirt"
2819,spotify:track:2o5mwv7hvas1jdUg14Nihv,Take A Little Ride,Jason Aldean,spotify:artist:3FfvYsEGaIb52QPXhg4DcH,spotify:album:2uXHwdc2aTcUP2EhXKhPRu,Night Train
2820,spotify:track:08NPIspzvBNj88lHalgA4V,White Liar,Miranda Lambert,spotify:artist:66lH4jAE7pqPlOlzUKbwA0,spotify:album:3uczBfJFFSNjSiF8ScC1pA,Revolution
2821,spotify:track:289hx4t6fH2BBe8p6cnXo1,Neon Light,Blake Shelton,spotify:artist:1UTPBmNbXNTittyMJrNkvw,spotify:album:0daIqjuhsQqXoeII3pBSeT,BRINGING BACK THE SUNSHINE
2823,spotify:track:1MDogqDrStFSO9cdUTUFem,Doin' What She Likes,Blake Shelton,spotify:artist:1UTPBmNbXNTittyMJrNkvw,spotify:album:6MzrSTAQdDR92tHLLAhYp0,Based on a True Story...
2829,spotify:track:6VKjdUk3JEbeBXv1IusK5M,Kiss My Country Ass,Blake Shelton,spotify:artist:1UTPBmNbXNTittyMJrNkvw,spotify:album:0RdPBxwJ8iRbk8f6mBk0id,Hillbilly Bone
2830,spotify:track:47aIa6zbUGsdNn55cyuOug,Banjo,Rascal Flatts,spotify:artist:0a1gHP0HAqALbEyxaD5Ngn,spotify:album:3UFdvzvKR3spzlCkVpcqKb,Changed
2831,spotify:track:1jSZ1IETySh2kDTnyfIE0I,Little Bit of Life,Craig Morgan,spotify:artist:6ktyNEnEukKzskQEiXgCFD,spotify:album:1xG8gT4MixyJTNlvvXbU4F,Little Bit Of Life
2833,spotify:track:11EX5yhxr9Ihl3IN1asrfK,Need You Now,Lady Antebellum,spotify:artist:32WkQRZEVKSzVAAYqukAEA,spotify:album:3hnGcNi8oqGdwTm3CeniFA,Need You Now
2834,spotify:track:6QlmzxCyQGBnp3C2CoaNB3,Long Stretch Of Love,Lady Antebellum,spotify:artist:32WkQRZEVKSzVAAYqukAEA,spotify:album:1JHNRou038CfCC0RZztDz8,747
2838,spotify:track:4ZF2WDTBVFihfTkxfme8JE,Kiss Tomorrow Goodbye,Luke Bryan,spotify:artist:0BvkDsjIUla7X0k6CSWh1I,spotify:album:4ybWq0AegFFAvHULAe7q0K,Tailgates & Tanlines
2839,spotify:track:0uRlP6bHbSgBGklmaCMqG7,Yeah,Joe Nichols,spotify:artist:4aJTB79uwT4sP0Nb8QGWHc,spotify:album:4maav8jTujRDfFU7AGG7xo,Crickets
2840,spotify:track:4OLsnLI47gYgCKry4ZenKy,Party Wasn't Over,Cole Swindell,spotify:artist:1mfDfLsMxYcOOZkzBxvSVW,spotify:album:7EZEhfO3ULNRHwX2jaiGei,You Should Be Here
2843,spotify:track:4d3P1ut2dpcV8t5ukJdfij,Blue Ain't Your Color - Live,Jessie James Decker,spotify:artist:0GzIauSfKRc5BlNXpTWAGz,spotify:album:7dET9euGrGIxbIYUQ1G4Xr,Blackbird Sessions
2844,spotify:track:64pbXDu3ZuTjOeZCLbVGTz,Love On the Brain - Live,Jessie James Decker,spotify:artist:0GzIauSfKRc5BlNXpTWAGz,spotify:album:7dET9euGrGIxbIYUQ1G4Xr,Blackbird Sessions
2845,spotify:track:4e5gqTm7vE2YVR8Y9DxWka,Who's Lovin You - Live,Jessie James Decker,spotify:artist:0GzIauSfKRc5BlNXpTWAGz,spotify:album:7dET9euGrGIxbIYUQ1G4Xr,Blackbird Sessions
2846,spotify:track:5snbbLDDLBEXzoo8cDn53b,Tired,Kelly Price,spotify:artist:49FeZO3eSrJs7oH7lYLU1r,spotify:album:7ombvH7ESU8vSTxOuXaZ1l,Tired - Single
2847,spotify:track:5ULil6ZZ57bYupOwQWLK8T,I Won't Complain aka I Can't Complain,Florida A&M University Gospel Choir,spotify:artist:0L1UEfiwv5js2NLVLajhAr,spotify:album:2bpVDG20svJTW3F5eH01xj,Twinkie Clark-Terrell Presents
2848,spotify:track:7ofg19JqufP6mh6h19IU9x,God's Got a Blessing (with My Name on It!),Norman Hutchins,spotify:artist:2gya4YZQdto5OdF91ZdEzh,spotify:album:0bGII8Qu64tXhPGu6uCPuq,Nobody but You
2849,spotify:track:0FeRIc9264zC1Uo9PdZVf3,He's An On Time God,Dottie Peoples & The Peoples Choice Chorale,spotify:artist:1NqEdHZu5o9r4I37uGUNHI,spotify:album:0dxumKdj4uqdUsJCivUuTv,On Time God
2850,spotify:track:4kWYHpCHIuyK3ivhlbdit7,Fill Me Up - Live,Tasha Cobbs Leonard,spotify:artist:5YxebzzreNswbtYC1td4cx,spotify:album:0Ki9jp3paaKiamzDDHuoyb,One Place Live
2851,spotify:track:5vVCDnjylIPvniSwWd1t1F,When The Saints Go To Worship (feat. Kelly Price),Donald Lawrence,spotify:artist:40tzRHO6w4wROAdb6Sr21l,spotify:album:1myxg4w9HHORBazfvs2s7G,Best For Last
2852,spotify:track:0ruqgF5YjYjQPr0uwQsvYQ,For Your Glory - Live,Tasha Cobbs Leonard,spotify:artist:5YxebzzreNswbtYC1td4cx,spotify:album:1x6hrh2j50CCOozAmvc9I5,Grace (Deluxe Edition) [Live]
2853,spotify:track:47NEewggcxecf4Kk2dwUiu,Thank You,Benita Washington,spotify:artist:7JoEIKPciBjDFfKrxGvgR9,spotify:album:1ps7ndaX7YNdtDRH9Eiohz,Hold On
2854,spotify:track:7Jti3wfcRfHULbUjZXDFxf,Jesus Can Work It Out Featuring Dianne Williams - Live,"The Warriors, DR.Charles G. Hayes",spotify:artist:6LE9L2ofDhMdnlN67KibPt,spotify:album:1ONc0JvTVEoZFNddxgH6I6,The Remix
